longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-118.25,34.05,8.0,3105.0,1256.0,1086.0,997.0,1,275000.0
-118.25,34.05,52.0,2806.0,1944.0,2232.0,1605.0,1,350000.0
-118.25,34.03,52.0,1274.0,418.0,1655.0,368.0,2,124000.0
-118.25,34.02,35.0,1368.0,486.0,2239.0,461.0,2,114300.0
-118.25,34.02,33.0,1676.0,525.0,2564.0,515.0,2,100800.0
-118.25,34.02,32.0,1375.0,448.0,1698.0,432.0,2,130700.0
-118.25,34.02,32.0,1311.0,410.0,1792.0,396.0,2,119900.0
-118.25,34.01,43.0,1575.0,475.0,1980.0,469.0,2,100500.0
-118.25,34.01,43.0,1429.0,386.0,1412.0,354.0,1,107200.0
-118.25,34.01,36.0,879.0,262.0,1034.0,236.0,1,99300.0
-118.25,34.01,31.0,1301.0,403.0,1952.0,377.0,2,100800.0
-118.25,34.01,30.0,962.0,291.0,1280.0,263.0,1,110200.0
-118.25,34.01,28.0,481.0,136.0,596.0,128.0,1,90300.0
-118.25,34.0,41.0,1768.0,475.0,1721.0,474.0,1,90400.0
-118.25,34.0,36.0,1176.0,309.0,1267.0,292.0,2,105000.0
-118.25,34.0,34.0,1905.0,552.0,2194.0,521.0,1,95800.0
-118.25,34.0,32.0,1218.0,342.0,1292.0,304.0,2,102900.0
-118.25,34.0,29.0,1419.0,363.0,1696.0,317.0,2,101300.0
-118.25,33.99,42.0,2261.0,574.0,2496.0,527.0,2,98500.0
-118.25,33.99,41.0,2215.0,544.0,2054.0,480.0,2,100300.0
-118.25,33.98,44.0,1087.0,335.0,1441.0,310.0,2,112500.0
-118.25,33.98,40.0,1867.0,633.0,2223.0,609.0,2,105100.0
-118.25,33.98,37.0,1503.0,392.0,1886.0,401.0,3,125000.0
-118.25,33.98,37.0,1045.0,361.0,1666.0,337.0,2,97200.0
-118.25,33.97,43.0,1735.0,535.0,2288.0,524.0,2,98800.0
-118.25,33.97,39.0,1346.0,380.0,1520.0,356.0,1,108700.0
-118.25,33.97,38.0,1231.0,346.0,1217.0,354.0,2,106600.0
-118.25,33.97,37.0,794.0,210.0,814.0,213.0,2,112000.0
-118.25,33.97,36.0,1026.0,294.0,1316.0,268.0,2,102600.0
-118.25,33.97,32.0,879.0,257.0,1057.0,230.0,2,114800.0
-118.25,33.96,48.0,1052.0,234.0,793.0,216.0,2,92900.0
-118.25,33.96,43.0,2015.0,419.0,1543.0,399.0,2,98100.0
-118.25,33.96,43.0,1876.0,454.0,1571.0,458.0,2,112500.0
-118.25,33.96,42.0,1326.0,295.0,918.0,258.0,2,98800.0
-118.25,33.95,48.0,1766.0,424.0,1655.0,420.0,1,95500.0
-118.25,33.95,41.0,1576.0,339.0,1252.0,302.0,2,98100.0
-118.25,33.95,35.0,1405.0,326.0,1086.0,273.0,1,89800.0
-118.25,33.95,28.0,2136.0,575.0,1799.0,476.0,2,95700.0
-118.25,33.94,44.0,1463.0,312.0,940.0,312.0,2,99800.0
-118.25,33.94,43.0,793.0,235.0,736.0,231.0,1,90400.0
-118.25,33.94,37.0,1002.0,270.0,1092.0,273.0,2,94500.0
-118.25,33.93,42.0,763.0,191.0,754.0,174.0,2,101800.0
-118.25,33.93,42.0,657.0,147.0,526.0,132.0,2,110200.0
-118.25,33.93,38.0,180.0,43.0,246.0,56.0,3,90000.0
-118.25,33.93,36.0,2452.0,734.0,2664.0,667.0,1,100000.0
-118.25,33.93,27.0,581.0,135.0,647.0,131.0,3,83100.0
-118.25,33.92,46.0,723.0,154.0,411.0,165.0,2,96500.0
-118.25,33.92,44.0,1737.0,363.0,1184.0,343.0,3,95900.0
-118.25,33.92,44.0,1137.0,235.0,747.0,225.0,2,92600.0
-118.25,33.91,36.0,1950.0,365.0,1125.0,374.0,3,119300.0
-118.25,33.91,35.0,1479.0,272.0,963.0,292.0,3,109500.0
-118.25,33.9,42.0,1386.0,320.0,1163.0,319.0,2,89500.0
-118.25,33.9,38.0,1201.0,223.0,733.0,206.0,3,105800.0
-118.25,33.9,37.0,2119.0,442.0,1372.0,406.0,2,106200.0
-118.25,33.9,36.0,1135.0,231.0,614.0,227.0,3,113100.0
-118.25,33.89,41.0,1476.0,286.0,1086.0,278.0,2,111700.0
-118.25,33.89,37.0,1042.0,213.0,699.0,196.0,3,103200.0
-118.25,33.89,36.0,406.0,71.0,268.0,77.0,4,115800.0
-118.25,33.89,36.0,1527.0,309.0,1154.0,279.0,3,105500.0
-118.25,33.89,35.0,1582.0,391.0,1957.0,404.0,2,91500.0
-118.25,33.89,34.0,1367.0,288.0,1183.0,286.0,3,104100.0
-118.25,33.88,37.0,1027.0,217.0,1042.0,254.0,2,98600.0
-118.25,33.86,26.0,3022.0,476.0,1852.0,452.0,6,186400.0
-118.25,33.8,36.0,1697.0,394.0,1274.0,396.0,3,163100.0
-118.25,33.79,39.0,981.0,286.0,1183.0,298.0,2,139800.0
-118.25,33.79,34.0,1349.0,371.0,1716.0,380.0,3,138100.0
-118.25,33.79,32.0,1205.0,340.0,1799.0,370.0,2,128000.0
-118.25,33.78,32.0,296.0,139.0,511.0,133.0,1,182100.0
-118.26,34.5,6.0,5813.0,908.0,2275.0,790.0,5,340400.0
-118.26,34.24,42.0,890.0,179.0,555.0,200.0,4,271900.0
-118.26,34.24,35.0,2485.0,418.0,1226.0,406.0,6,329500.0
-118.26,34.24,35.0,1666.0,280.0,788.0,273.0,7,344400.0
-118.26,34.23,43.0,1428.0,325.0,836.0,302.0,5,209200.0
-118.26,34.23,38.0,1107.0,194.0,518.0,195.0,8,263700.0
-118.26,34.23,33.0,1805.0,303.0,838.0,301.0,5,326600.0
-118.26,34.18,32.0,14556.0,2077.0,5459.0,2017.0,8,500001.0
-118.26,34.17,20.0,5949.0,1417.0,2593.0,1337.0,4,318600.0
-118.26,34.16,20.0,3407.0,885.0,1883.0,870.0,4,351100.0
-118.26,34.16,19.0,2919.0,857.0,1866.0,811.0,3,206300.0
-118.26,34.16,18.0,1775.0,525.0,950.0,522.0,4,177100.0
-118.26,34.15,6.0,3340.0,945.0,2315.0,846.0,3,252300.0
-118.26,34.15,18.0,2481.0,756.0,1763.0,675.0,3,247500.0
-118.26,34.15,14.0,2981.0,894.0,1941.0,863.0,3,178600.0
-118.26,34.14,6.0,1727.0,506.0,1200.0,439.0,4,210700.0
-118.26,34.14,29.0,3431.0,1222.0,4094.0,1205.0,2,248100.0
-118.26,34.14,23.0,1336.0,396.0,1255.0,359.0,3,205000.0
-118.26,34.13,37.0,196.0,74.0,194.0,68.0,1,218800.0
-118.26,34.13,37.0,1383.0,470.0,1185.0,451.0,2,207100.0
-118.26,34.12,52.0,2290.0,520.0,1278.0,485.0,4,238200.0
-118.26,34.12,52.0,1942.0,476.0,1375.0,477.0,3,209100.0
-118.26,34.11,52.0,1740.0,402.0,749.0,335.0,4,270700.0
-118.26,34.1,52.0,1310.0,263.0,689.0,208.0,4,350000.0
-118.26,34.1,48.0,2566.0,571.0,1421.0,563.0,4,318600.0
-118.26,34.09,51.0,1532.0,366.0,669.0,333.0,4,278800.0
-118.26,34.09,36.0,3503.0,833.0,2652.0,788.0,4,241400.0
-118.26,34.08,52.0,984.0,276.0,994.0,260.0,2,166700.0
-118.26,34.08,50.0,1791.0,660.0,2183.0,675.0,2,166700.0
-118.26,34.08,46.0,945.0,250.0,910.0,252.0,4,187500.0
-118.26,34.08,45.0,2174.0,627.0,1992.0,557.0,3,167800.0
-118.26,34.08,41.0,1396.0,360.0,1069.0,363.0,2,203300.0
-118.26,34.07,52.0,830.0,200.0,701.0,189.0,3,232100.0
-118.26,34.07,52.0,1802.0,613.0,2382.0,587.0,2,185900.0
-118.26,34.07,46.0,2341.0,703.0,2371.0,648.0,2,181700.0
-118.26,34.07,36.0,2306.0,813.0,2823.0,765.0,2,170500.0
-118.26,34.07,28.0,579.0,184.0,673.0,202.0,3,187500.0
-118.26,34.06,38.0,715.0,282.0,1174.0,300.0,2,225000.0
-118.26,34.06,15.0,326.0,123.0,490.0,105.0,1,175000.0
-118.26,34.05,52.0,58.0,52.0,41.0,27.0,4,500001.0
-118.26,34.04,6.0,1529.0,566.0,1051.0,473.0,2,162500.0
-118.26,34.03,49.0,299.0,90.0,287.0,68.0,1,100000.0
-118.26,34.02,48.0,1465.0,440.0,1859.0,400.0,1,96200.0
-118.26,34.02,46.0,1249.0,357.0,1607.0,331.0,2,114800.0
-118.26,34.02,38.0,980.0,285.0,1308.0,310.0,2,123100.0
-118.26,34.02,38.0,1091.0,349.0,1786.0,340.0,2,136500.0
-118.26,34.02,37.0,1551.0,501.0,2173.0,474.0,2,117700.0
-118.26,34.01,47.0,1269.0,323.0,1628.0,325.0,2,115800.0
-118.26,34.01,43.0,2179.0,682.0,2624.0,609.0,2,108200.0
-118.26,34.01,38.0,697.0,208.0,749.0,206.0,1,118800.0
-118.26,34.01,37.0,2451.0,668.0,2824.0,598.0,2,99600.0
-118.26,34.0,41.0,1733.0,492.0,1776.0,453.0,2,104200.0
-118.26,34.0,37.0,2615.0,697.0,2484.0,630.0,2,103400.0
-118.26,34.0,27.0,1611.0,479.0,1457.0,458.0,1,91900.0
-118.26,33.99,47.0,1865.0,465.0,1916.0,438.0,2,95000.0
-118.26,33.99,30.0,1702.0,443.0,1966.0,442.0,2,97500.0
-118.26,33.98,43.0,762.0,206.0,854.0,188.0,1,98200.0
-118.26,33.97,52.0,1331.0,346.0,1144.0,362.0,2,90600.0
-118.26,33.97,46.0,1295.0,351.0,1120.0,323.0,2,98200.0
-118.26,33.97,46.0,1086.0,249.0,880.0,250.0,2,95700.0
-118.26,33.97,44.0,1246.0,308.0,1031.0,295.0,2,96300.0
-118.26,33.96,40.0,1475.0,347.0,1222.0,298.0,2,95300.0
-118.26,33.96,39.0,1542.0,375.0,1256.0,361.0,2,100000.0
-118.26,33.96,39.0,1255.0,323.0,902.0,327.0,2,94000.0
-118.26,33.96,37.0,1625.0,383.0,1243.0,350.0,1,89800.0
-118.26,33.95,44.0,1513.0,369.0,1088.0,344.0,1,94400.0
-118.26,33.94,45.0,1080.0,218.0,850.0,237.0,2,93400.0
-118.26,33.94,44.0,795.0,181.0,716.0,167.0,2,90300.0
-118.26,33.94,44.0,1103.0,265.0,760.0,247.0,2,99600.0
-118.26,33.93,42.0,1433.0,295.0,775.0,293.0,1,104800.0
-118.26,33.93,36.0,1102.0,247.0,702.0,225.0,2,95400.0
-118.26,33.93,35.0,1562.0,403.0,1587.0,406.0,1,93200.0
-118.26,33.92,42.0,3320.0,682.0,2105.0,632.0,2,104600.0
-118.26,33.92,40.0,1076.0,244.0,705.0,255.0,2,98900.0
-118.26,33.91,44.0,892.0,139.0,440.0,159.0,3,120800.0
-118.26,33.91,39.0,935.0,210.0,711.0,193.0,2,101900.0
-118.26,33.9,22.0,894.0,232.0,754.0,222.0,2,110700.0
-118.26,33.89,36.0,923.0,165.0,603.0,191.0,4,120700.0
-118.26,33.89,36.0,2230.0,417.0,1395.0,381.0,3,109600.0
-118.26,33.85,25.0,2324.0,326.0,1087.0,328.0,5,207000.0
-118.26,33.85,24.0,9071.0,1335.0,4558.0,1327.0,6,197500.0
-118.26,33.83,28.0,4112.0,861.0,3211.0,841.0,4,192200.0
-118.26,33.82,28.0,5091.0,1074.0,4753.0,1033.0,4,117400.0
-118.26,33.8,41.0,2004.0,481.0,1658.0,456.0,3,171100.0
-118.26,33.79,42.0,1162.0,264.0,1044.0,241.0,4,205600.0
-118.26,33.79,30.0,1291.0,230.0,835.0,215.0,6,181500.0
-118.26,33.78,36.0,2191.0,739.0,2931.0,692.0,2,163100.0
-118.26,33.78,35.0,1239.0,473.0,1524.0,387.0,2,154700.0
-118.26,33.78,21.0,2188.0,706.0,2265.0,652.0,2,164700.0
-118.26,33.77,36.0,886.0,253.0,809.0,219.0,2,164200.0
-118.27,34.92,20.0,873.0,175.0,422.0,159.0,3,91700.0
-118.27,34.68,19.0,552.0,129.0,314.0,106.0,3,185400.0
-118.27,34.46,10.0,2184.0,405.0,1119.0,370.0,5,294000.0
-118.27,34.25,39.0,699.0,150.0,358.0,143.0,4,195800.0
-118.27,34.25,37.0,2489.0,454.0,1215.0,431.0,5,257600.0
-118.27,34.25,35.0,779.0,143.0,371.0,150.0,5,230100.0
-118.27,34.25,35.0,2091.0,360.0,879.0,326.0,4,261900.0
-118.27,34.24,30.0,2180.0,369.0,1050.0,390.0,6,277600.0
-118.27,34.22,34.0,8206.0,1186.0,3141.0,1150.0,7,462200.0
-118.27,34.18,52.0,3034.0,406.0,1158.0,399.0,6,498400.0
-118.27,34.17,52.0,2287.0,295.0,829.0,296.0,8,500001.0
-118.27,34.17,52.0,2010.0,286.0,908.0,326.0,7,374000.0
-118.27,34.17,48.0,1560.0,280.0,825.0,269.0,6,354700.0
-118.27,34.16,52.0,830.0,183.0,479.0,179.0,3,253700.0
-118.27,34.16,47.0,1453.0,356.0,787.0,345.0,3,255500.0
-118.27,34.16,45.0,1865.0,360.0,973.0,349.0,4,321200.0
-118.27,34.16,15.0,5036.0,1299.0,3164.0,1175.0,3,238700.0
-118.27,34.15,7.0,2837.0,776.0,2287.0,736.0,3,229000.0
-118.27,34.15,25.0,3018.0,806.0,2205.0,742.0,3,220200.0
-118.27,34.15,22.0,2265.0,637.0,1684.0,561.0,3,217100.0
-118.27,34.14,29.0,3768.0,1211.0,2320.0,1030.0,3,204500.0
-118.27,34.14,10.0,1060.0,332.0,1025.0,288.0,3,175000.0
-118.27,34.13,47.0,1375.0,359.0,1512.0,418.0,2,208900.0
-118.27,34.13,46.0,1613.0,396.0,966.0,416.0,3,230300.0
-118.27,34.12,50.0,2037.0,440.0,1089.0,417.0,4,230600.0
-118.27,34.11,41.0,4138.0,1130.0,1859.0,1030.0,3,306800.0
-118.27,34.1,41.0,3729.0,740.0,1364.0,707.0,6,412700.0
-118.27,34.09,52.0,3225.0,763.0,1559.0,710.0,4,268800.0
-118.27,34.09,52.0,2327.0,555.0,1048.0,491.0,4,252300.0
-118.27,34.09,52.0,1079.0,222.0,439.0,201.0,5,230800.0
-118.27,34.09,44.0,3646.0,912.0,1783.0,861.0,3,225000.0
-118.27,34.08,46.0,3007.0,854.0,2587.0,814.0,3,184300.0
-118.27,34.08,43.0,962.0,253.0,658.0,244.0,3,185000.0
-118.27,34.08,38.0,2265.0,801.0,2899.0,792.0,3,157500.0
-118.27,34.08,35.0,1147.0,365.0,1016.0,296.0,2,198800.0
-118.27,34.07,42.0,1175.0,428.0,1593.0,407.0,2,213300.0
-118.27,34.07,34.0,786.0,341.0,1239.0,320.0,2,152100.0
-118.27,34.07,33.0,1177.0,468.0,1533.0,430.0,2,183300.0
-118.27,34.07,32.0,1657.0,579.0,2071.0,598.0,2,152500.0
-118.27,34.07,27.0,1190.0,518.0,1795.0,422.0,2,160000.0
-118.27,34.06,45.0,564.0,353.0,1172.0,319.0,1,187500.0
-118.27,34.06,33.0,1416.0,686.0,2013.0,614.0,2,208300.0
-118.27,34.06,30.0,1771.0,788.0,2188.0,764.0,2,154200.0
-118.27,34.06,25.0,1714.0,1176.0,3723.0,1036.0,1,112500.0
-118.27,34.06,17.0,2124.0,1168.0,3915.0,1137.0,1,137500.0
-118.27,34.05,52.0,1292.0,864.0,2081.0,724.0,1,275000.0
-118.27,34.05,47.0,661.0,359.0,1406.0,307.0,1,112500.0
-118.27,34.05,37.0,350.0,245.0,1122.0,248.0,3,137500.0
-118.27,34.05,25.0,1316.0,836.0,2796.0,784.0,2,325000.0
-118.27,34.05,24.0,323.0,214.0,751.0,189.0,2,225000.0
-118.27,34.05,12.0,535.0,328.0,1194.0,365.0,1,275000.0
-118.27,34.04,13.0,1784.0,730.0,2158.0,682.0,2,118100.0
-118.27,34.03,51.0,1280.0,422.0,1560.0,381.0,2,125000.0
-118.27,34.03,50.0,395.0,232.0,948.0,243.0,2,175000.0
-118.27,34.02,40.0,561.0,284.0,662.0,205.0,1,187500.0
-118.27,34.02,39.0,2004.0,633.0,3050.0,621.0,2,127300.0
-118.27,34.01,47.0,921.0,264.0,881.0,221.0,1,114100.0
-118.27,34.01,42.0,990.0,289.0,1167.0,281.0,1,126800.0
-118.27,34.01,35.0,1672.0,556.0,2106.0,519.0,1,129200.0
-118.27,34.01,35.0,1193.0,355.0,1784.0,341.0,2,116100.0
-118.27,34.0,48.0,1869.0,461.0,1834.0,441.0,2,107400.0
-118.27,34.0,47.0,780.0,237.0,888.0,215.0,2,95800.0
-118.27,34.0,46.0,1748.0,428.0,1707.0,409.0,2,103800.0
-118.27,34.0,43.0,1258.0,381.0,1276.0,358.0,2,106900.0
-118.27,34.0,40.0,2099.0,599.0,2311.0,529.0,2,101500.0
-118.27,33.99,41.0,656.0,162.0,730.0,170.0,2,101800.0
-118.27,33.99,38.0,1407.0,447.0,1783.0,402.0,2,97100.0
-118.27,33.99,35.0,932.0,294.0,1153.0,282.0,1,100000.0
-118.27,33.99,30.0,504.0,140.0,529.0,123.0,2,100000.0
-118.27,33.98,45.0,1696.0,424.0,1502.0,429.0,1,99200.0
-118.27,33.98,44.0,1722.0,457.0,2177.0,401.0,2,92500.0
-118.27,33.98,39.0,2062.0,588.0,1933.0,570.0,1,97000.0
-118.27,33.98,30.0,1966.0,584.0,2028.0,535.0,2,101500.0
-118.27,33.97,45.0,1546.0,371.0,1186.0,366.0,2,96800.0
-118.27,33.97,34.0,1462.0,394.0,1310.0,351.0,1,90100.0
-118.27,33.96,38.0,977.0,295.0,1073.0,292.0,1,86400.0
-118.27,33.96,34.0,1040.0,276.0,1083.0,255.0,2,90900.0
-118.27,33.95,43.0,1156.0,291.0,1074.0,299.0,2,94900.0
-118.27,33.95,40.0,935.0,226.0,818.0,236.0,2,101300.0
-118.27,33.95,39.0,1529.0,358.0,1154.0,357.0,1,97900.0
-118.27,33.95,34.0,1261.0,315.0,1027.0,303.0,2,88800.0
-118.27,33.95,29.0,1579.0,351.0,1056.0,322.0,2,98500.0
-118.27,33.94,39.0,2078.0,561.0,1901.0,504.0,1,96900.0
-118.27,33.94,38.0,1314.0,318.0,1080.0,285.0,2,89800.0
-118.27,33.94,37.0,973.0,221.0,842.0,178.0,2,94900.0
-118.27,33.93,38.0,2073.0,500.0,1657.0,470.0,1,88400.0
-118.27,33.93,36.0,1467.0,369.0,1247.0,347.0,2,92700.0
-118.27,33.92,36.0,1465.0,346.0,1147.0,324.0,2,88800.0
-118.27,33.92,35.0,1818.0,374.0,1444.0,372.0,3,106800.0
-118.27,33.92,34.0,1178.0,260.0,1166.0,244.0,2,93300.0
-118.27,33.91,42.0,1786.0,358.0,1318.0,373.0,3,101100.0
-118.27,33.91,37.0,3018.0,547.0,1720.0,512.0,3,124100.0
-118.27,33.91,32.0,2238.0,471.0,1292.0,467.0,1,110600.0
-118.27,33.89,32.0,1969.0,397.0,1349.0,370.0,4,138100.0
-118.27,33.86,33.0,1685.0,333.0,1484.0,318.0,4,167000.0
-118.27,33.86,29.0,2587.0,489.0,2115.0,475.0,4,168600.0
-118.27,33.86,26.0,1097.0,167.0,701.0,188.0,7,196600.0
-118.27,33.84,24.0,6303.0,1277.0,3728.0,1252.0,4,208600.0
-118.27,33.83,28.0,2152.0,415.0,1623.0,429.0,4,200500.0
-118.27,33.82,39.0,1357.0,249.0,763.0,229.0,4,200300.0
-118.27,33.82,37.0,943.0,218.0,803.0,216.0,5,191100.0
-118.27,33.82,36.0,1593.0,334.0,1427.0,320.0,4,166900.0
-118.27,33.82,33.0,1596.0,337.0,1650.0,329.0,4,173500.0
-118.27,33.82,28.0,1642.0,434.0,1575.0,420.0,4,201900.0
-118.27,33.81,42.0,865.0,208.0,811.0,218.0,4,165300.0
-118.27,33.81,38.0,1607.0,337.0,1130.0,334.0,4,190700.0
-118.27,33.8,38.0,1446.0,327.0,980.0,319.0,3,177700.0
-118.27,33.8,28.0,4698.0,902.0,3287.0,881.0,5,215900.0
-118.27,33.79,39.0,1417.0,359.0,1450.0,367.0,3,172000.0
-118.27,33.79,36.0,2218.0,561.0,1789.0,527.0,3,182300.0
-118.27,33.79,31.0,1535.0,369.0,1291.0,340.0,3,174000.0
-118.27,33.79,26.0,2109.0,651.0,2120.0,605.0,2,158700.0
-118.27,33.78,21.0,3354.0,1174.0,4426.0,1110.0,3,167300.0
-118.27,33.77,26.0,2272.0,694.0,2567.0,595.0,2,150600.0
-118.28,34.76,19.0,3430.0,601.0,1817.0,571.0,5,163600.0
-118.28,34.26,32.0,1079.0,207.0,486.0,167.0,5,213000.0
-118.28,34.25,35.0,2045.0,450.0,1166.0,407.0,4,197600.0
-118.28,34.25,29.0,2559.0,787.0,1886.0,769.0,3,162100.0
-118.28,34.24,32.0,2542.0,526.0,1278.0,493.0,4,263600.0
-118.28,34.24,29.0,3390.0,580.0,1543.0,576.0,6,316900.0
-118.28,34.18,52.0,2602.0,418.0,1137.0,419.0,5,358000.0
-118.28,34.18,50.0,2195.0,336.0,878.0,309.0,7,365600.0
-118.28,34.18,47.0,2243.0,339.0,911.0,319.0,7,446800.0
-118.28,34.17,52.0,2332.0,433.0,1135.0,440.0,6,331200.0
-118.28,34.16,49.0,1393.0,290.0,605.0,282.0,3,257400.0
-118.28,34.11,52.0,2036.0,348.0,775.0,332.0,5,397500.0
-118.28,34.11,52.0,1803.0,437.0,787.0,388.0,5,360500.0
-118.28,34.11,38.0,4453.0,1156.0,1830.0,1099.0,4,495600.0
-118.28,34.1,49.0,2843.0,880.0,2004.0,796.0,3,217300.0
-118.28,34.1,49.0,1767.0,467.0,1066.0,438.0,3,210900.0
-118.28,34.1,48.0,805.0,246.0,633.0,235.0,2,200000.0
-118.28,34.1,44.0,2728.0,585.0,1227.0,567.0,4,324000.0
-118.28,34.09,52.0,2273.0,663.0,1480.0,597.0,2,196500.0
-118.28,34.09,49.0,3828.0,1197.0,2862.0,1009.0,2,219200.0
-118.28,34.09,38.0,790.0,275.0,664.0,194.0,3,175000.0
-118.28,34.08,52.0,2465.0,773.0,2328.0,746.0,3,203100.0
-118.28,34.08,42.0,997.0,374.0,982.0,372.0,3,200000.0
-118.28,34.08,40.0,1630.0,543.0,1568.0,510.0,3,169100.0
-118.28,34.08,39.0,3162.0,896.0,1934.0,818.0,3,213500.0
-118.28,34.07,41.0,1072.0,331.0,1111.0,314.0,2,207100.0
-118.28,34.07,32.0,1777.0,536.0,1684.0,489.0,2,190000.0
-118.28,34.07,25.0,7522.0,3179.0,7221.0,2902.0,2,177500.0
-118.28,34.07,24.0,3247.0,1281.0,2642.0,1182.0,2,216700.0
-118.28,34.07,14.0,1924.0,926.0,2226.0,792.0,2,265900.0
-118.28,34.06,52.0,936.0,454.0,990.0,354.0,1,187500.0
-118.28,34.06,52.0,1261.0,616.0,2309.0,581.0,2,225000.0
-118.28,34.06,42.0,2472.0,1368.0,3795.0,1179.0,1,162500.0
-118.28,34.06,17.0,2518.0,1196.0,3051.0,1000.0,2,175000.0
-118.28,34.06,14.0,1787.0,853.0,2251.0,763.0,1,400000.0
-118.28,34.05,44.0,1273.0,474.0,1754.0,460.0,2,275000.0
-118.28,34.05,41.0,1788.0,774.0,2931.0,702.0,1,158900.0
-118.28,34.05,31.0,1525.0,730.0,2510.0,652.0,2,162500.0
-118.28,34.05,28.0,1306.0,637.0,2079.0,598.0,1,275000.0
-118.28,34.04,48.0,1521.0,513.0,1772.0,458.0,2,162500.0
-118.28,34.04,39.0,1155.0,433.0,1857.0,424.0,2,153400.0
-118.28,34.04,25.0,1582.0,780.0,2390.0,719.0,1,200000.0
-118.28,34.04,20.0,1193.0,454.0,1880.0,453.0,2,180000.0
-118.28,34.04,19.0,460.0,241.0,890.0,229.0,2,162500.0
-118.28,34.03,45.0,943.0,289.0,953.0,238.0,2,151600.0
-118.28,34.03,41.0,1933.0,791.0,3121.0,719.0,2,147500.0
-118.28,34.03,25.0,1407.0,550.0,1193.0,472.0,1,225000.0
-118.28,34.02,52.0,281.0,103.0,470.0,96.0,2,38800.0
-118.28,34.02,46.0,1098.0,426.0,1510.0,374.0,2,156300.0
-118.28,34.01,50.0,2601.0,794.0,3080.0,770.0,2,122900.0
-118.28,34.01,46.0,441.0,167.0,621.0,144.0,2,162500.0
-118.28,34.01,34.0,2305.0,775.0,2450.0,740.0,2,132000.0
-118.28,34.0,48.0,1514.0,376.0,1353.0,344.0,2,96100.0
-118.28,34.0,46.0,1650.0,463.0,1992.0,458.0,2,114100.0
-118.28,34.0,44.0,2636.0,725.0,2182.0,651.0,1,124000.0
-118.28,34.0,43.0,713.0,245.0,880.0,237.0,1,103600.0
-118.28,34.0,42.0,1534.0,417.0,1295.0,380.0,2,119200.0
-118.28,34.0,38.0,3335.0,921.0,3612.0,887.0,2,118800.0
-118.28,33.99,52.0,1283.0,342.0,1363.0,329.0,3,101900.0
-118.28,33.99,49.0,2174.0,481.0,1861.0,484.0,2,95000.0
-118.28,33.99,46.0,2577.0,703.0,2446.0,687.0,1,98300.0
-118.28,33.99,46.0,1211.0,321.0,1153.0,282.0,2,99300.0
-118.28,33.99,38.0,1454.0,323.0,1098.0,297.0,2,104000.0
-118.28,33.99,37.0,1971.0,513.0,1673.0,464.0,1,103000.0
-118.28,33.98,47.0,865.0,193.0,782.0,217.0,2,93000.0
-118.28,33.98,45.0,1720.0,416.0,1382.0,365.0,1,92300.0
-118.28,33.98,43.0,1240.0,312.0,1100.0,311.0,2,97500.0
-118.28,33.98,39.0,1306.0,345.0,1332.0,331.0,2,92200.0
-118.28,33.98,19.0,883.0,313.0,726.0,277.0,1,121400.0
-118.28,33.97,40.0,2180.0,642.0,2464.0,631.0,2,90100.0
-118.28,33.97,38.0,1819.0,497.0,2110.0,499.0,2,97300.0
-118.28,33.97,35.0,2305.0,634.0,1978.0,568.0,1,100000.0
-118.28,33.97,34.0,2771.0,802.0,2782.0,715.0,2,99000.0
-118.28,33.97,31.0,2017.0,566.0,2063.0,521.0,2,107000.0
-118.28,33.97,31.0,1068.0,271.0,1091.0,281.0,2,102600.0
-118.28,33.96,42.0,1604.0,399.0,1581.0,387.0,2,96700.0
-118.28,33.96,42.0,1206.0,304.0,1167.0,250.0,2,101300.0
-118.28,33.96,41.0,1175.0,340.0,1241.0,352.0,1,98400.0
-118.28,33.96,37.0,1812.0,500.0,1640.0,447.0,2,99100.0
-118.28,33.96,34.0,2074.0,562.0,1913.0,514.0,2,102100.0
-118.28,33.96,23.0,1983.0,611.0,2048.0,600.0,2,91400.0
-118.28,33.95,41.0,835.0,208.0,707.0,192.0,1,86200.0
-118.28,33.95,40.0,2044.0,538.0,2150.0,524.0,2,94800.0
-118.28,33.94,9.0,456.0,130.0,438.0,114.0,1,81300.0
-118.28,33.94,44.0,1631.0,338.0,1197.0,355.0,3,100000.0
-118.28,33.94,43.0,1201.0,292.0,840.0,252.0,3,105600.0
-118.28,33.93,52.0,117.0,33.0,74.0,45.0,0,90600.0
-118.28,33.93,45.0,529.0,112.0,448.0,120.0,4,90600.0
-118.28,33.93,43.0,269.0,74.0,295.0,79.0,2,90600.0
-118.28,33.93,21.0,847.0,278.0,1283.0,277.0,1,94100.0
-118.28,33.92,39.0,1472.0,302.0,1036.0,318.0,3,110000.0
-118.28,33.92,39.0,1274.0,282.0,975.0,277.0,2,90400.0
-118.28,33.92,37.0,742.0,151.0,729.0,144.0,3,105400.0
-118.28,33.92,37.0,1761.0,409.0,1309.0,357.0,2,175900.0
-118.28,33.91,41.0,620.0,133.0,642.0,162.0,3,159600.0
-118.28,33.88,19.0,2758.0,675.0,2047.0,591.0,3,179700.0
-118.28,33.85,27.0,489.0,98.0,403.0,97.0,5,180800.0
-118.28,33.83,28.0,880.0,168.0,717.0,142.0,5,175700.0
-118.28,33.82,30.0,3615.0,760.0,2813.0,752.0,5,217700.0
